year	pig	cattle	adult_cattle	wagyu	wagyu_heifer	wagyu_steer	wagyu_bull	dairy_cattle	dairy_cow	dairy_fattening_bull	other	other_cow	other_bull	calf_wagyu	calf_dairy	calf_dairy_fattening_bull	calf_other	horse	foal	sheep	goat	data_source	prefecture	source_url
1995	559625.0	76120.0	76075.0	34848.0	14896.0	19919.0	33.0	39177.0	13955.0	25222.0	2050.0	147.0	1903.0	12.0	31.0	14.0	2.0	4251.0		4.0		1.都道府県別出荷頭数累年統計	43.Kumamoto	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117987&fileKind=0
1996	554122.0	73294.0	73244.0	34758.0	14176.0	20533.0	49.0	36451.0	12695.0	23756.0	2035.0	86.0	1949.0	15.0	35.0	13.0		4301.0	2.0	3.0	1.0	1.都道府県別出荷頭数累年統計	43.Kumamoto	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117987&fileKind=0
1997	550161.0	70459.0	70413.0	32339.0	12408.0	19846.0	85.0	36641.0	13219.0	23422.0	1433.0	85.0	1348.0	20.0	24.0	13.0	2.0	4619.0	1.0	3.0		1.都道府県別出荷頭数累年統計	43.Kumamoto	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117987&fileKind=0
1998	549928.0	72244.0	72208.0	32544.0	12384.0	20106.0	54.0	37626.0	12797.0	24829.0	2038.0	52.0	1986.0	9.0	19.0	4.0	8.0	4563.0	2.0	4.0		1.都道府県別出荷頭数累年統計	43.Kumamoto	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117987&fileKind=0
1999	539434.0	73554.0	73522.0	32433.0	11888.0	20493.0	52.0	38151.0	13086.0	25065.0	2938.0	14.0	2924.0	12.0	18.0	10.0	2.0	4574.0		18.0	4.0	1.都道府県別出荷頭数累年統計	43.Kumamoto	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117987&fileKind=0
2000	545851.0	73972.0	73960.0	33336.0	12303.0	20986.0	47.0	38862.0	13661.0	25201.0	1762.0	2.0	1760.0	7.0	3.0		2.0	5600.0		5.0	34.0	1.都道府県別出荷頭数累年統計	43.Kumamoto	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117987&fileKind=0
2001	527904.0	61758.0	61749.0	25859.0	9750.0	16015.0	94.0	34810.0	11493.0	23317.0	1080.0	1.0	1079.0	4.0	5.0	4.0		6073.0		1.0	10.0	1.都道府県別出荷頭数累年統計	43.Kumamoto	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117987&fileKind=0
2002	518570.0	74721.0	74715.0	31735.0	12659.0	19003.0	73.0	41840.0	12755.0	29085.0	1140.0	2.0	1138.0	1.0	5.0	3.0		6444.0		15.0		1.都道府県別出荷頭数累年統計	43.Kumamoto	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117987&fileKind=0
2003	513098.0	70093.0	70075.0	27141.0	10276.0	16779.0	86.0	41555.0	13984.0	27571.0	1379.0	2.0	1377.0		18.0	16.0		6519.0				1.都道府県別出荷頭数累年統計	43.Kumamoto	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117987&fileKind=0
2004	512151.0	72293.0	72277.0	28210.0	10497.0	17619.0	94.0	42684.0	14945.0	27739.0	1383.0	15.0	1368.0	2.0	14.0	9.0		8083.0		3.0		1.都道府県別出荷頭数累年統計	43.Kumamoto	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117987&fileKind=0
2005	510918.0	71909.0	71901.0	28522.0	10762.0	17690.0	70.0	42030.0	15289.0	26741.0	1349.0	104.0	1245.0	1.0	7.0	6.0		8135.0			1.0	1.都道府県別出荷頭数累年統計	43.Kumamoto	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117987&fileKind=0
2006	476786.0	68770.0	68759.0	26504.0	10703.0	15753.0	48.0	41126.0	16095.0	25031.0	1129.0	79.0	1050.0	4.0	7.0	3.0		7653.0				1.都道府県別出荷頭数累年統計	43.Kumamoto	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117987&fileKind=0
2007	484730.0	67102.0	67081.0	25323.0	9482.0	15767.0	74.0	40065.0	15368.0	24697.0	1693.0	120.0	1573.0	1.0	20.0	17.0		7018.0				1.都道府県別出荷頭数累年統計	43.Kumamoto	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117987&fileKind=0
2008	487701.0	68584.0	68393.0	26453.0	10932.0	15476.0	45.0	40082.0	14405.0	25677.0	1858.0	168.0	1690.0	3.0	188.0	28.0		6717.0				1.都道府県別出荷頭数累年統計	43.Kumamoto	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117987&fileKind=0
2009	537429.0	67099.0	66886.0	28921.0	12240.0	16643.0	38.0	37193.0	13576.0	23617.0	772.0	61.0	711.0	5.0	208.0	10.0		6683.0				1.都道府県別出荷頭数累年統計	43.Kumamoto	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117987&fileKind=0
