year	pig	cattle	adult_cattle	wagyu	wagyu_heifer	wagyu_steer	wagyu_bull	dairy_cattle	dairy_cow	dairy_fattening_bull	other	other_cow	other_bull	calf_wagyu	calf_dairy	calf_dairy_fattening_bull	calf_other	horse	foal	sheep	goat	data_source	prefecture	source_url
1996	336668.0	27256.0	27153.0	17445.0	13226.0	4212.0	7.0	9708.0	5440.0	4268.0				10.0	93.0	60.0		744.0		400.0	158.0	1.都道府県別出荷頭数累年統計	06.Yamagata	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117950&fileKind=0
1997	343564.0	26990.0	26848.0	17296.0	12825.0	4449.0	22.0	9552.0	5774.0	3778.0				13.0	129.0	60.0		574.0		404.0	112.0	1.都道府県別出荷頭数累年統計	06.Yamagata	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117950&fileKind=0
1998	352995.0	25887.0	25818.0	17157.0	12628.0	4527.0	2.0	8658.0	5288.0	3370.0	3.0	1.0	2.0	9.0	52.0	25.0	8.0	556.0		389.0	87.0	1.都道府県別出荷頭数累年統計	06.Yamagata	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117950&fileKind=0
1999	343663.0	25528.0	25475.0	16414.0	12107.0	4300.0	7.0	9060.0	4884.0	4176.0	1.0		1.0	7.0	46.0	13.0		475.0		367.0	115.0	1.都道府県別出荷頭数累年統計	06.Yamagata	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117950&fileKind=0
2000	349803.0	24912.0	24871.0	15325.0	11514.0	3807.0	4.0	9546.0	5374.0	4172.0				13.0	27.0	6.0	1.0	469.0		321.0	123.0	1.都道府県別出荷頭数累年統計	06.Yamagata	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117950&fileKind=0
2001	326515.0	21002.0	20958.0	13049.0	9807.0	3239.0	3.0	7909.0	4474.0	3435.0				7.0	37.0	8.0		437.0		268.0	114.0	1.都道府県別出荷頭数累年統計	06.Yamagata	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117950&fileKind=0
2002	317019.0	22593.0	22580.0	14290.0	10567.0	3703.0	20.0	8290.0	4723.0	3567.0					13.0	2.0		473.0		332.0	117.0	1.都道府県別出荷頭数累年統計	06.Yamagata	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117950&fileKind=0
2003	314795.0	20874.0	20808.0	12956.0	9349.0	3603.0	4.0	7852.0	4604.0	3248.0				3.0	63.0	23.0		370.0		319.0	100.0	1.都道府県別出荷頭数累年統計	06.Yamagata	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117950&fileKind=0
2004	305073.0	20350.0	20322.0	13000.0	9606.0	3387.0	7.0	7322.0	4433.0	2889.0				3.0	25.0	11.0		296.0		309.0	98.0	1.都道府県別出荷頭数累年統計	06.Yamagata	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117950&fileKind=0
2005	292640.0	19541.0	19501.0	14178.0	10446.0	3729.0	3.0	5323.0	3325.0	1998.0				2.0	38.0	3.0		224.0		311.0	111.0	1.都道府県別出荷頭数累年統計	06.Yamagata	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117950&fileKind=0
2006	301361.0	19095.0	19045.0	14575.0	10315.0	4252.0	8.0	4470.0	2893.0	1577.0				1.0	49.0	11.0		193.0		296.0	83.0	1.都道府県別出荷頭数累年統計	06.Yamagata	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117950&fileKind=0
2007	323578.0	19879.0	19797.0	15228.0	10813.0	4414.0	1.0	4569.0	2939.0	1630.0				1.0	81.0	11.0		171.0		301.0	60.0	1.都道府県別出荷頭数累年統計	06.Yamagata	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117950&fileKind=0
2008	318995.0	20353.0	20289.0	15902.0	11683.0	4213.0	6.0	4376.0	2991.0	1385.0	11.0	9.0	2.0		64.0	9.0		174.0		319.0	56.0	1.都道府県別出荷頭数累年統計	06.Yamagata	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117950&fileKind=0
2009	327546.0	19370.0	19300.0	16070.0	12003.0	4066.0	1.0	3229.0	2288.0	941.0	1.0		1.0	3.0	67.0	8.0		177.0		273.0	36.0	1.都道府県別出荷頭数累年統計	06.Yamagata	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117950&fileKind=0
